"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
O95758;O95758-5;O95758-6;O95758-2;O95758-4;O95758-7;B1ALY4	"Polypyrimidine tract-binding protein 3"	PTBP3	29.2866	28.9923	28.0841	29.4154	29.4119	29.3647	27.1493	28.9811	28.8444	28.6985	28.3411	27.9447	27.8606	28.2103	28.3642	28.3741	28.2619	28.6673		
Q15365;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4;P57723-2;P57723	"Poly(rC)-binding protein 1"	PCBP1	33.2358	33.2155	33.0924	33.1509	33.3347	33.2402	32.8431	32.782	32.8398	32.5837	32.7752	32.8324	32.957	33.0276	32.9135	33.0759	32.8535	32.9256		
Q15366	"Poly(rC)-binding protein 2"	PCBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.9406	23.8375	23.4271	23.8824	NA	NA		
P57721;P57721-5;E9PFP8;P57721-4;J3QT27;P57721-2;P57721-3	"Poly(rC)-binding protein 3"	PCBP3	21.7855	21.3162	NA	21.3925	NA	NA	NA	20.8717	21.1016	21.3772	22.1496	21.6346	22.2506	NA	22.8458	NA	NA	22.4496		
Q92989;E9PL17;Q92989-2;E9PJM4;E9PKV5	"Polyribonucleotide 5-hydroxyl-kinase Clp1"	CLP1	23.7387	NA	25.5107	25.5098	27.1652	25.2965	26.1345	25.6347	25.609	25.0261	26.0894	24.7464	25.3715	25.5327	24.1189	25.2182	23.2855	24.9439		
Q8TCS8;H7BZ02;H7C3C5;H7BXF6;F8WBI3	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	PNPT1	29.5765	29.8948	28.7823	29.2837	28.7464	28.8203	29.4595	29.2977	29.5009	29.2181	30.0152	29.9242	30.0296	29.5842	29.4866	29.2469	29.4147	29.3084		
F5H265;J3QS39;F5H6Q2;F5GYU3;F5H2Z3;F5H7Y5;B4DV12;F5H388;F5H747;F5GXK7;J3QKN0;P0CG47;Q96C32;F5H7K6;F5H041;P0CG48;J3QLP7;J3QRK5;J3KSM4	Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	UBC;UBB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4216	23.2274	23.321	NA	NA		
E9PKT4;Q8N131-2;Q8N131	Porimin	TMEM123	23.8474	24.6567	NA	25.0534	NA	21.8618	NA	NA	NA	26.9846	NA	27.1416	25.8315	NA	NA	NA	NA	NA		
P08397;P08397-2;F5H345;G5EA58;G3V1P4;F5GY90;F5H226;F5H0P4;F5H4X2;F5H4W5	"Porphobilinogen deaminase"	HMBS	26.3588	26.1166	20.8566	26.4207	26.9231	25.9462	26.8735	26.2032	26.4144	26.4584	26.9478	27.5937	26.9439	27.1367	27.8861	27.1689	27.3125	27.6437		
P22001;Q09470;Q16322;P22460	"Potassium voltage-gated channel subfamily A member 3;Potassium voltage-gated channel subfamily A member 1"	KCNA3;KCNA1	23.9374	23.9074	24.9325	23.3013	20.6071	20.3289	NA	NA	23.3604	23.3235	22.7885	NA	21.9128	22.9221	22.9297	22.7096	23.6829	24.4861		
Q96RP8	"Potassium voltage-gated channel subfamily A member 7"	KCNA7	26.841	NA	27.3835	NA	27.9179	27.6388	25.9771	22.1669	22.1138	NA	NA	20.6618	NA	NA	22.6366	22.6325	24.873	NA		
Q6S8J3	"POTE ankyrin domain family member E"	POTEE	30.8769	NA	31.3731	29.6296	30.5089	30.8007	29.685	21.6116	23.1431	NA	22.756	19.9963	20.2867	21.282	22.4122	23.9653	23.3906	24.2334		
A5A3E0	"POTE ankyrin domain family member F"	POTEF	28.2202	NA	27.5963	29.2032	29.9184	29.3743	24.4647	NA	NA	NA	NA	NA	NA	24.475	NA	NA	22.9816	NA		
P0CG39	"POTE ankyrin domain family member J"	POTEJ	NA	23.26	23.7284	25.3528	NA	NA	23.7929	23.9162	23.867	NA	NA	23.9189	NA	NA	NA	23.4191	23.7733	NA		
Q9BVS5;F8WDR2;H7C2E8	"Potential tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61B"	TRMT61B	25.052	23.5517	NA	23.679	23.0641	24.3124	NA	22.9364	NA	25.2576	NA	23.8175	NA	22.8794	22.7958	NA	23.7254	NA		
H0YLB5;P14859-5;J3KP77;P14859-4;P14859-3;P14859;E9PIN6;Q9UKI9-3;Q9UKI9;Q9UKI9-2;H0YLC5;E9PQI0;F5GZN2;H0YKD7;B4DYN6	"POU domain, class 2, transcription factor 1"	POU2F1	26.2604	26.4496	26.5735	26.7135	26.3742	26.0959	25.903	26.054	25.6562	26.1939	25.6689	25.5668	25.0482	25.1211	25.3686	25.1853	25.4141	25.2671		
P09086-4;H0YNW1;P09086-3;P09086-2;P09086;H0YLL6;E9PNC9;P09086-5;B5ME60;H0YKT2;H0YNL2;H0YMY4;E9PR37;M0R1I6;E9PK32;H0YLD5	"POU domain, class 2, transcription factor 2"	POU2F2	NA	NA	NA	22.8318	22.8378	NA	NA	NA	NA	23.7587	24.4218	23.3949	23.1996	NA	27.0008	23.4735	26.6294	21.1923		
Q9HBE1-2;Q9HBE1-3;Q9HBE1	"POZ-, AT hook-, and zinc finger-containing protein 1"	PATZ1	23.2332	23.7377	22.7303	23.1589	23.0586	23.0126	22.772	NA	NA	23.1931	23.0168	21.931	23.4381	NA	NA	NA	NA	22.0367		
Q8N755;G5E9P4;B4DWA4;B5MC27;C9J4B6;H7C493	"PQ-loop repeat-containing protein 3"	PQLC3	24.2454	25.5076	25.4	22.6216	24.3151	23.5426	24.5861	24.5179	24.6476	24.9436	23.5522	23.603	23.6882	23.2111	23.3628	24.0988	23.1692	23.6841		
O60831;A6NP52	"PRA1 family protein 2"	PRAF2	26.9046	26.2916	25.6003	26.6067	24.7946	24.3877	25.0624	25.0869	25.7401	26.453	25.726	NA	22.0787	24.6476	23.1016	23.8812	25.527	24.3227		
O75915;F8WF90;C9JQU6;F8WF33	"PRA1 family protein 3"	ARL6IP5	29.4452	29.4869	29.6	27.2488	27.7517	29.0211	29.6013	29.1489	29.2274	29.7104	28.685	28.1532	27.7021	28.479	29.2492	28.9142	29.3636	29.1972		
O75626-3;O75626-2;O75626	"PR domain zinc finger protein 1"	PRDM1	NA	NA	NA	NA	NA	NA	NA	21.718	NA	NA	NA	NA	NA	25.2383	NA	24.0086	22.4322	24.5163		
Q9NQV6-2;E9PLV1;Q9NQV6-4;Q9NQV6-6;Q9NQV6-1;Q9NQV6-5;Q9NQV6;Q9NQV6-7;E9PRS0	"PR domain zinc finger protein 10"	PRDM10	24.0125	NA	21.9928	NA	25.1074	24.2302	24.2313	23.2967	23.6259	23.4325	NA	NA	20.0811	NA	21.5344	20.5815	NA	NA		
P57071;E7ER26;F6QQW4;E9PF37;E9PDJ6;Q4W8S1;E9PGL3	"PR domain zinc finger protein 15"	PRDM15	NA	NA	22.2946	NA	NA	20.9398	NA	22.5195	22.8049	22.3532	19.4674	NA	NA	NA	NA	NA	NA	NA		
Q13029-3;Q13029;Q5THJ1;Q13029-2	"PR domain zinc finger protein 2"	PRDM2	23.4686	NA	NA	23.5112	24.8694	23.0652	22.8919	23.5337	NA	NA	23.7528	NA	NA	NA	22.9128	NA	NA	NA		
P40425;B7Z774;H0YLB0;P40424-2;P40426-2;P40426-5;H0YKN0;P40424-3;P40424;P40426;Q5JS98;H0YLD4;H0YLT4;H0YKH1;H0YLF5;H3BLX0;H0YLM3;H0Y5D0;B7Z5Q0;H0YNB6;P40426-4;F8WA05;P40426-3	"Pre-B-cell leukemia transcription factor 2"	PBX2	25.817	24.2023	23.3155	25.5868	24.9778	25.738	24.7415	24	23.0228	24.5554	24.2612	22.9264	23.8394	23.844	NA	23.9895	25.556	25.1704		
Q96AQ6;Q96AQ6-2;B4E1J0;F5H2F6;Q96AQ6-3;Q5T173;F2Z2Z8	"Pre-B-cell leukemia transcription factor-interacting protein 1"	PBXIP1	28.403	26.2849	28.6434	29.5113	29.0464	29.1113	29.0812	24.9332	27.3265	24.893	23.7487	24.0261	23.5571	23.5077	23.2028	23.8784	26.6984	27.3741		
O60925;E5RGS4;D6RGG5	"Prefoldin subunit 1"	PFDN1	27.842	26.7648	27.3143	26.9679	27.2334	26.798	28.1373	27.254	27.8512	27.8681	28.7084	28.4779	28.0884	28.5757	28.4217	28.4678	29.0361	28.8625		
Q9UHV9	"Prefoldin subunit 2"	PFDN2	28.248	29.7061	28.7323	28.8444	28.3791	27.9661	28.7784	29.3905	29.2508	29.2916	29.702	29.8381	29.8492	29.416	29.7568	29.848	29.5468	29.3322		
P61758;F5H2A7	"Prefoldin subunit 3"	VBP1	28.6803	29.1158	28.56	27.8894	27.9408	27.8585	28.8032	28.4589	28.346	27.7799	28.8593	28.8393	28.7518	28.8786	29.0166	28.9141	29.1008	28.6232		
Q9NQP4;E9PQY2	"Prefoldin subunit 4"	PFDN4	26.1795	26.3724	27.2732	26.632	27.4197	27.3732	26.7036	26.5241	25.6136	26.8541	27.6906	27.4244	27.4762	27.7725	27.0606	27.3663	25.7971	26.9926		
Q99471;H3BPF6;Q99471-3;H3BMQ1;Q99471-2;F8VNW6;F8VQZ2	"Prefoldin subunit 5"	PFDN5	28.0018	29.2208	27.6581	29.3053	28.6846	28.4275	29.0398	28.6593	28.6613	28.6064	29.2458	29.6364	29.185	29.3911	29.1707	28.9495	28.9626	29.1287		
O15212;A2AB88	"Prefoldin subunit 6"	PFDN6	28.4027	28.1687	27.8525	27.0458	27.8886	28.1989	27.7997	28.6844	27.8249	28.2744	28.9319	29.0724	28.7389	28.8028	28.7472	29.1262	28.8036	28.6484		
P20742;F5GXY0	"PregNAcy zone protein"	PZP	NA	NA	NA	NA	NA	NA	NA	22.2476	25.0373	NA	NA	NA	NA	NA	NA	NA	NA	22.3804		
"P02545;Q6UYC3;P02545-3;D6RAIntenstiy q3;P02545-4;H0YAB0"	Prelamin-A/C;Lamin-A/C	LMNA	28.8803	28.1636	29.5396	30.1126	29.386	29.5325	29.7175	29.2511	29.3831	29.6541	27.7642	30.2137	29.3267	29.9178	29.6106	29.3748	30.8234	29.5284		
Q6UN15;Q6UN15-5;Q6UN15-4	"Pre-mRNA 3-end-processing factor FIP1"	FIP1L1	29.0745	28.8248	28.3438	29.6303	28.9564	28.8457	28.7108	28.122	28.0595	28.3809	28.3511	27.9483	27.9446	27.6369	27.7844	27.7494	27.9972	27.6634		
Q9C0J8;Q9C0J8-3;C9J8B4;Q9C0J8-2;B9A053	"pre-mRNA 3 end processing protein WDR33"	WDR33	28.2676	28.334	28.3533	27.9624	27.7423	27.3572	28.2091	27.7736	27.4036	27.4062	27.669	27.5659	27.3854	27.4081	27.2611	27.1939	27.6211	27.603		
Q9Y3B4	"Pre-mRNA branch site protein p14"	SF3B14	28.5062	28.1424	28.2407	28.1963	29.1698	29.3829	28.8567	28.4051	27.9505	28.601	29.0411	28.6839	28.8243	28.8278	28.7275	28.9254	28.4964	28.9886		
O94913;E9PNY7	"Pre-mRNA cleavage complex 2 protein Pcf11"	PCF11	25.0766	27.5412	27.7255	27.4046	27.6693	27.1043	26.5859	26.8272	27.5792	27.364	27.6845	27.1999	27.387	26.6903	27.0361	26.7312	26.7013	26.945		
O60508;Q5SRN1;Q5SRM9;H0Y7P6	"Pre-mRNA-processing factor 17"	CDC40	27.8491	27.9751	28.2845	27.4466	27.7381	27.604	27.7062	27.7138	27.6888	27.7131	28.1597	27.7671	27.8151	27.4939	27.0021	27.3178	27.5566	27.1892		
Q9UMS4;F5GY56;F5H2I0;H0YGF3;H0YGZ5	"Pre-mRNA-processing factor 19"	PRPF19	31.5724	30.7783	30.9564	31.2534	31.8215	32.0316	30.8415	31.0716	30.8994	30.9056	31.2821	30.9553	31.0109	30.9948	31.0695	30.9561	30.8272	31.1844		
Q86UA1;Q86UA1-2;H0YJY9;F8WB90;G3V5M7	"Pre-mRNA-processing factor 39"	PRPF39	27.2768	26.526	26.0795	25.7934	27.0051	26.7265	26.7991	26.3447	26.6652	26.5838	26.3962	25.7131	25.767	25.9817	24.6878	25.3464	26.0224	24.9673		
O75400;O75400-2;F5H578;H7C2N3	"Pre-mRNA-processing factor 40 homolog A"	PRPF40A	29.5582	29.3045	29.1436	29.666	29.3234	29.205	29.1754	29.2004	29.4595	29.1545	29.8543	29.2373	29.3035	28.9781	29.0648	29.1075	28.8057	29.1466		
O94906;O94906-2	"Pre-mRNA-processing factor 6"	PRPF6	30.1312	30.0767	29.7937	30.4541	29.8583	30.0603	30.3194	29.9712	30.0561	29.9114	30.0776	29.3138	29.4587	29.5865	29.4049	29.3681	29.4862	29.7388		
Q6P2Q9;I3L3Z8;I3L1T8	"Pre-mRNA-processing-splicing factor 8"	PRPF8	31.6615	32.0681	32.2794	31.8838	31.8344	32.0029	32.1604	32.2708	32.4063	32.2477	32.4711	32.3047	32.2408	32.1	32.1593	32.1544	32.1524	32.0405		
Q99633;Q5T9P7;Q5T9P8;M0R3G1	"Pre-mRNA-splicing factor 18"	PRPF18	24.681	26.5187	24.8867	25.483	24.9546	25.1889	23.7389	25.402	24.8478	25.1233	25.1204	25.3216	25.1051	24.9642	23.7326	24.6734	24.9287	25.3394		
Q8NAV1;Q8NAV1-2	"Pre-mRNA-splicing factor 38A"	PRPF38A	28.7351	26.7112	27.4928	27.0559	27.0653	27.0216	26.705	27.4884	26.7756	27.3524	27.8641	27.553	27.7548	27.2788	27.8643	26.9102	28.015	27.7279		
Q5VTL8;Q5VTL8-2	"Pre-mRNA-splicing factor 38B"	PRPF38B	26.6373	26.5008	26.8896	28.4355	27.3758	26.7257	26.6165	27.3764	28.1842	27.8402	27.1121	27.1735	27.5961	26.819	27.4622	26.9338	26.7193	26.3303		
Q92620;B4DVG8;H3BQT9;H3BV01;J3KRT1;J3KSA8;H3BMS7;J3KTG2	"Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16"	DHX38	28.9437	28.5809	28.2573	28.8444	28.3236	27.9643	29.6461	27.9407	27.9594	28.0577	27.9866	28.077	28.3345	28.2669	28.2159	28.2742	28.0985	27.898		
Q9HCG8;B7WP27;B7WP74	"Pre-mRNA-splicing factor CWC22 homolog"	CWC22	26.9384	25.9954	26.98	26.7869	26.9274	27.6211	26.9568	27.2014	26.6802	26.7598	27.5009	27.5478	27.4405	26.9206	27.0027	26.8877	26.3597	26.8596		
Q9NXE8;B4DJK2;B4DZL1;Q9NXE8-2;J3QLP6	"Pre-mRNA-splicing factor CWC25 homolog"	CWC25	24.8956	NA	26.5863	25.5606	23.4775	22.7998	27.0285	24.9513	25.9963	25.4469	25.2652	25.0384	25.0703	24.4054	23.3425	24.4254	24.9392	23.8741		
Q9ULR0;Q9ULR0-2;Q9ULR0-1;A8MVI5;D6RC18;H0YA89	"Pre-mRNA-splicing factor ISY1 homolog"	ISY1	27.0536	28.1143	27.2502	27.8195	27.0442	26.9817	27.7107	26.6838	27.5465	26.7533	27.7772	27.1758	27.0152	26.6628	26.9163	26.9697	26.884	26.3702		
Q9NW64;F5GWK3;E5RJW4;E5RHA8	"Pre-mRNA-splicing factor RBM22"	RBM22	27.7964	28.6825	28.681	28.6354	28.7422	28.842	28.7765	28.2511	27.6673	28.5939	28.5972	28.0543	28.2695	28.1098	27.6909	28.1859	28.1727	27.7975		
O95391;E5RK41;E5RGM7	"Pre-mRNA-splicing factor SLU7"	SLU7	27.5342	26.8625	26.8173	26.5063	26.5695	26.5014	27.7201	26.4984	26.5174	26.5242	26.0384	26.0017	26.4113	25.9693	25.1583	25.7471	26.1633	25.1237		
O75934	"Pre-mRNA-splicing factor SPF27"	BCAS2	28.7865	28.5114	28.0141	28.7752	29.3459	28.8319	26.4384	28.0884	27.9876	27.8182	28.3016	28.1229	28.4677	28.3968	28.4546	28.3349	28.2899	28.1761		
F5H315;Q9HCS7	"Pre-mRNA-splicing factor SYF1"	XAB2	29.2305	28.5527	29.0553	28.7547	28.9151	28.8464	28.5656	28.6337	28.6164	28.315	28.6195	28.6466	28.6522	28.6065	28.5955	28.411	28.2718	28.3738		
O95926	"Pre-mRNA-splicing factor SYF2"	SYF2	28.3062	28.2631	25.1192	28.3237	28.123	27.7135	26.5529	26.4277	27.1143	26.5325	27.324	26.6378	24.4474	25.5186	25.1958	26.5966	25.3992	25.3048		
Q15007;Q15007-2	"Pre-mRNA-splicing regulator WTAP"	WTAP	28.515	28.5263	28.5703	28.8249	28.5217	28.4655	28.4443	28.0132	27.8899	27.698	28.208	27.9218	27.5565	27.4703	27.6551	27.6845	27.4853	27.6101		
M0R3D4;Q9UI14;M0QXH1;M0R1H9	"Prenylated Rab acceptor protein 1"	RABAC1	21.4774	NA	23.1851	NA	NA	NA	25.041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q9UHG3;B7Z3Y2;B7Z9P8;F8W8W4;C9K055;C9JM55;C9JGT6	"Prenylcysteine oxidase 1"	PCYOX1	29.2736	29.4788	29.7253	29.3128	29.1642	30.07	30.102	29.4689	29.6576	29.417	28.8886	26.7482	27.2427	26.8208	26.0984	27.1346	27.4357	26.1181		
Q8NBM8;E7EVZ5;D6R9J0	"Prenylcysteine oxidase-like"	PCYOX1L	25.4723	25.195	24.3608	25.0705	26.9429	26.8774	26.5555	26.5483	24.2203	26.4003	25.2113	25.3003	24.0577	25.5699	25.4991	25.2699	25.294	25.1887		
Q2NL82;I3L1Q5;I3L4E8	"Pre-rRNA-processing protein TSR1 homolog"	TSR1	27.6842	27.8742	26.5114	27.4064	27.5918	26.5415	26.2396	28.2687	27.3636	28.3461	29.4973	29.6429	29.2934	28.9722	29.2185	28.9039	28.7041	28.5445		
Q969E8	"Pre-rRNA-processing protein TSR2 homolog"	TSR2	24.9566	24.1585	NA	25.967	25.9381	23.9395	NA	26.6428	25.065	24.833	25.9813	22.1588	23.9205	24.5417	24.9046	22.0636	22.2092	24.664		
Q9H300;Q9H300-2;C9JNP8;F8WCQ4;H7C0U0;H7C122;H7C045	"Presenilins-associated rhomboid-like protein, mitochondrial;P-beta"	PARL	NA	NA	NA	NA	NA	NA	22.3915	NA	22.7706	23.5565	24.2618	25.2543	24.3373	24.2255	23.9911	24.1143	23.7983	24.4975		
Q5JRX3;Q5JRX3-2;C9JSL2;Q5JRX3-3;H0Y7L7;B1APQ0;H0Y4F7;B1APQ1	"Presequence protease, mitochondrial"	PITRM1	29.4035	29.2977	29.6977	29.0568	28.8024	29.293	29.6594	28.9324	29.2359	28.9392	29.0648	29.1252	28.954	29.3092	29.1925	28.9379	29.4409	29.161		
Q96IZ0;F8W1M8	"PRKC apoptosis WT1 regulator protein"	PAWR	NA	NA	NA	22.7175	21.9306	22.1889	NA	NA	NA	NA	NA	NA	20.4553	20.1899	NA	NA	NA	NA		
Q9H875;B4DGM2;E9PC43	"PRKR-interacting protein 1"	PRKRIP1	NA	22.7657	NA	24.8701	24.5115	25.6132	23.229	NA	NA	NA	NA	22.6434	NA	23.2091	NA	NA	NA	NA		
P07602;B1AVU8;P07602-2;C9JIZ6;P07602-3	"Proactivator polypeptide;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D"	PSAP	30.2155	29.7577	29.7424	29.5606	29.6798	30.2216	31.0176	29.7476	29.806	29.7379	29.8363	29.4865	29.4909	29.6766	29.7735	29.9109	30.2938	29.7865		
Q9NV35	"Probable 8-oxo-dGTP diphosphatase NUDT15"	NUDT15	23.0599	22.549	NA	22.7542	NA	NA	22.8774	NA	22.842	22.9085	24.7972	23.1178	24.4422	22.2185	22.4211	22.7071	22.651	21.0344		
Q9NXW9;Q9NXW9-2	"Probable alpha-ketoglutarate-dependent dioxygenase ABH4"	ALKBH4	24.6612	24.8959	23.3627	25.0644	23.1679	22.8046	24.227	NA	23.6671	23.4493	23.6083	NA	23.0056	23.0636	23.167	23.3765	23.6077	23.1049		
Q6P6C2;Q6P6C2-1;Q6P6C2-3;K7ER58	"Probable alpha-ketoglutarate-dependent dioxygenase ABH5"	ALKBH5	27.7674	27.6999	27.1357	27.3818	26.2635	27.0633	28.2127	26.4328	27.3813	26.5311	27.002	24.544	26.1817	27.2995	26.5656	26.9869	27.2748	27.3688		
"Intenstiy q3KRA9-2;Intenstiy q3KRA9;H0YEM5;H0YEC4;Intenstiy q3KRA9-3;E9PIA1;E9PI76;H0YDL7;H0YD66;H0YD83"	"Probable alpha-ketoglutarate-dependent dioxygenase ABH6"	ALKBH6	NA	22.683	NA	NA	NA	NA	NA	NA	NA	NA	23.119	22.8827	19.0127	NA	22.1917	NA	22.5638	NA		
Q8NDH3;Q8NDH3-5;Q8NDH3-4;Q8NDH3-2;Q8NDH3-3;H0YEP3	"Probable aminopeptidase NPEPL1"	NPEPL1	25.1164	23.7505	25.4531	24.4041	23.811	24.3477	25.3992	NA	23.865	23.9115	23.1528	NA	NA	NA	23.2329	22.2196	22.9624	22.6512		
Q5T160;H0Y450	"Probable arginine--tRNA ligase, mitochondrial"	RARS2	24.728	24.8652	25.128	NA	22.3297	23.2295	23.9385	23.7831	22.1995	23.6383	23.3254	24.2091	24.1302	23.7431	23.5334	24.1929	24.683	24.9878		
Q96I59;G3V178;E9PRK2;H0YE96;H0YEL9	"Probable asparagine--tRNA ligase, mitochondrial"	NARS2	27.7991	27.1021	25.6195	25.5034	25.9177	26.8511	24.9344	26.3648	26.6346	26.6357	27.0808	26.063	26.3404	26.1585	25.8331	25.345	25.2293	26.5657		
Q13206;E9PIF2	"Probable ATP-dependent RNA helicase DDX10"	DDX10	26.1144	25.3141	23.6089	25.9054	25.5518	25.181	25.1583	27.6739	27.1588	27.329	28.5389	27.7358	27.9628	26.7821	27.3894	26.8817	26.2634	27.0263		
Q96FC9-4;Q96FC9-3;Q96FC9-2;Q96FC9;F6WZM0;F5H235;C9K0E8;H0YFY8;F5GXJ8;B4DMS8;Q96FC9-5;H0YGL4;F5GYY1;F5GXL6	"Probable ATP-dependent RNA helicase DDX11"	DDX11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7085	23.722	23.667	23.376	23.8694	23.7826	23.6352	23.4491		
Q92841;H3BLZ8;Q92841-1;Q92841-3;Q92841-2;C9JMU5	"Probable ATP-dependent RNA helicase DDX17"	DDX17	32.181	31.88	32.3301	32.1151	32.3226	32.5991	31.8493	31.7744	31.942	31.8728	31.4529	31.2332	31.1781	31.1967	31.2981	31.3102	31.3831	31.7292		
Q9UHI6;E9PJ60;B4DWV7	"Probable ATP-dependent RNA helicase DDX20"	DDX20	27.7693	26.9056	24.2466	27.5455	26.3749	25.5565	27.4364	28.0105	27.061	27.2484	28.8544	28.9471	29.0852	28.6112	28.7188	28.9492	28.4161	27.7784		
Q9BUQ8;H0YI52;H0YIL9;F8VVA2	"Probable ATP-dependent RNA helicase DDX23"	DDX23	29.8592	29.5975	29.4577	29.7413	29.1376	29.2173	28.9165	29.4052	29.7769	29.9002	29.526	28.967	29.5073	29.4608	29.369	29.4553	29.6539	29.7049		
Q96GQ7	"Probable ATP-dependent RNA helicase DDX27"	DDX27	28.9319	29.15	28.8744	28.2286	28.825	29.2584	29.3488	29.5943	29.0368	28.9004	30.0668	29.7798	29.8151	29.2155	29.2191	29.1656	29.1487	29.0112		
Q9NUL7	"Probable ATP-dependent RNA helicase DDX28"	DDX28	25.5332	25.6477	24.3848	26.0512	25.0186	25.2219	25.6852	25.6829	24.5133	25.4083	25.5744	26.1703	26.2191	24.96	25.8436	24.8722	25.6227	24.3838		
F8WAJ0;Q9H8H2;Q9H8H2-2;Q9H8H2-4;Q9H8H2-3;B4E3G7	"Probable ATP-dependent RNA helicase DDX31"	DDX31	26.9588	27.1865	25.9639	NA	25.4328	25.59	25.496	26.8521	25.9047	26.423	26.4902	26.6714	27.1226	26.3892	26.9079	26.0818	25.5703	25.1156		
Q9UJV9;J3KNN5;H0Y8L8;D6RGI7;H0YA06;D6RD33	"Probable ATP-dependent RNA helicase DDX41"	DDX41	28.6753	28.5944	27.9717	27.8283	28.0636	27.7964	28.1171	27.751	28.5195	28.1735	28.8324	28.2061	28.5261	27.9484	28.2631	28.5139	28.2075	27.7505		
Q7L014;D6RJA6;H0Y9U3	"Probable ATP-dependent RNA helicase DDX46"	DDX46	30.5562	30.4194	30.9566	30.696	30.7478	30.5862	30.9162	30.3836	30.5955	30.5428	30.7767	30.5102	30.7441	30.5522	30.4959	30.5176	30.8689	30.5466		
Q9H0S4;Q9H0S4-2;F5H1N9	"Probable ATP-dependent RNA helicase DDX47"	DDX47	28.2021	28.2586	28.1701	27.9668	28.6197	28.5004	29.0949	28.6921	28.1763	28.7609	29.1401	29.2096	29.2458	28.9771	29.0616	28.992	28.4267	28.7532		
Q9Y6V7;Q9BVQ8;M0R1S3;M0QZC0;M0R0K1;M0QXD4	"Probable ATP-dependent RNA helicase DDX49"	DDX49	26.1028	25.924	26.0606	26.3009	25.7485	25.8041	25.5454	26.9432	26.2241	26.7888	27.819	27.3684	27.6824	26.5815	27.0038	26.8785	26.2735	26.6897		
P17844;J3KTA4;B4DLW8;J3QRQ7;J3KRZ1;J3QSF1;J3KRX8;J3QR02;J3QKN9;J3QRN5;J3QLG9;J3QR62	"Probable ATP-dependent RNA helicase DDX5"	DDX5	31.6171	31.8896	32.0575	31.3566	31.8521	31.6662	31.7132	33.2443	32.7773	33.202	33.877	33.5125	33.5457	32.9251	32.9349	32.9416	32.8978	32.3506		
Q9Y2R4;A8MTP9;F5H5G9;K7ELL1;F5H0R7;K7EMK0	"Probable ATP-dependent RNA helicase DDX52"	DDX52	26.9337	26.3446	27.8312	25.2636	26.2603	27.1278	25.7257	26.7137	26.0236	26.2836	26.6934	27.4498	27.5208	27.8959	27.8104	27.6273	26.9893	27.5651		
Q9NY93-2;Q9NY93;H7C3E9;G3V0G3;H7BZN7;F8WDT8;F8WEI3	"Probable ATP-dependent RNA helicase DDX56"	DDX56	27.672	27.7862	27.3027	27.4654	26.7877	27.3122	27.6024	28.2197	27.3639	28.1435	29.0611	28.5882	28.6925	27.8038	27.8507	28.1093	27.8001	27.7553		
O95786;O95786-2;B3KWW1;A2A376;F5H5W6	"Probable ATP-dependent RNA helicase DDX58"	DDX58	29.2571	29.6067	29.3128	28.9426	29.5127	29.6851	28.864	28.7362	28.7777	29.3162	28.0552	25.1407	26.1662	26.2109	26.4829	26.1413	26.2374	26.2848		
Q5T1V6;B7Z5N6;Q5T1V6-2;B7ZBU3;H0Y6Y1;Q5T1W1;E7EQG4;Q5T1V5;B7ZBU4;H0Y7Z8	"Probable ATP-dependent RNA helicase DDX59"	DDX59	25.7776	26.1367	24.7226	25.7128	25.139	25.0548	25.8107	26.1027	25.8072	24.0073	24.009	24.1014	23.6049	26.348	25.4257	25.0401	25.4602	26.0061		
P26196	"Probable ATP-dependent RNA helicase DDX6"	DDX6	30.7919	30.9328	30.7522	31.0981	31.2102	31.0543	29.9698	30.8049	30.1796	30.7791	30.809	30.562	30.7705	31.0418	30.8758	30.9403	30.9569	30.919		
